Wed Oct 28 02:19:41 2020 Epoch 0, lr: 0.0001000, val loss: 149.25757, acc: 45.81000
Wed Oct 28 02:44:52 2020 Epoch 22, lr: 0.0001000, val loss: 71.65324, acc: 75.47000
Wed Oct 28 02:46:01 2020 Epoch 23, lr: 0.0001000, val loss: 69.89486, acc: 76.17000
Wed Oct 28 02:47:09 2020 Epoch 24, lr: 0.0001000, val loss: 71.35829, acc: 75.00000
Wed Oct 28 02:48:18 2020 Epoch 25, lr: 0.0001000, val loss: 70.00906, acc: 76.46000
Wed Oct 28 02:49:27 2020 Epoch 26, lr: 0.0001000, val loss: 68.82054, acc: 76.74000
Wed Oct 28 02:50:36 2020 Epoch 27, lr: 0.0001000, val loss: 67.50249, acc: 77.24000
Wed Oct 28 02:51:44 2020 Epoch 28, lr: 0.0001000, val loss: 67.71045, acc: 77.08000
Wed Oct 28 02:52:53 2020 Epoch 29, lr: 0.0001000, val loss: 68.44057, acc: 76.84000
Wed Oct 28 02:54:01 2020 Epoch 30, lr: 0.0001000, val loss: 67.50337, acc: 77.33000
Wed Oct 28 02:55:10 2020 Epoch 31, lr: 0.0001000, val loss: 67.98517, acc: 77.42000
Wed Oct 28 02:56:18 2020 Epoch 32, lr: 0.0001000, val loss: 67.19535, acc: 77.34000
Wed Oct 28 02:57:27 2020 Epoch 33, lr: 0.0001000, val loss: 67.21230, acc: 78.01000
Wed Oct 28 02:58:36 2020 Epoch 34, lr: 0.0001000, val loss: 69.19893, acc: 77.84000
Wed Oct 28 02:59:44 2020 Epoch 35, lr: 0.0001000, val loss: 64.88638, acc: 78.87000
Wed Oct 28 03:00:53 2020 Epoch 36, lr: 0.0001000, val loss: 66.69895, acc: 78.46000
Wed Oct 28 03:02:02 2020 Epoch 37, lr: 0.0001000, val loss: 66.10147, acc: 78.60000
Wed Oct 28 03:03:10 2020 Epoch 38, lr: 0.0001000, val loss: 64.60483, acc: 79.13000
Wed Oct 28 03:04:18 2020 Epoch 39, lr: 0.0001000, val loss: 68.31437, acc: 78.62000
Wed Oct 28 03:05:27 2020 Epoch 40, lr: 0.0001000, val loss: 64.75209, acc: 79.57000
Wed Oct 28 03:06:36 2020 Epoch 41, lr: 0.0001000, val loss: 64.46018, acc: 79.63000
Wed Oct 28 03:07:44 2020 Epoch 42, lr: 0.0001000, val loss: 67.03657, acc: 78.78000
Wed Oct 28 03:08:53 2020 Epoch 43, lr: 0.0001000, val loss: 67.35336, acc: 79.11000
Wed Oct 28 03:10:02 2020 Epoch 44, lr: 0.0001000, val loss: 67.63423, acc: 79.02000
Wed Oct 28 03:11:10 2020 Epoch 45, lr: 0.0001000, val loss: 67.07969, acc: 79.66000
Wed Oct 28 03:12:19 2020 Epoch 46, lr: 0.0000100, val loss: 69.18692, acc: 79.11000
Wed Oct 28 03:13:28 2020 Epoch 47, lr: 0.0000100, val loss: 64.23234, acc: 80.77000
Wed Oct 28 03:14:36 2020 Epoch 48, lr: 0.0000100, val loss: 64.81049, acc: 80.81000
Wed Oct 28 03:15:44 2020 Epoch 49, lr: 0.0000100, val loss: 65.04099, acc: 80.91000
Wed Oct 28 03:52:28 2020 Epoch 0, lr: 0.0001000, val loss: 145.21277, acc: 48.18000
Wed Oct 28 03:53:37 2020 Epoch 1, lr: 0.0001000, val loss: 130.14710, acc: 53.22000
Wed Oct 28 03:54:45 2020 Epoch 2, lr: 0.0001000, val loss: 119.99731, acc: 57.05000
Wed Oct 28 03:55:53 2020 Epoch 3, lr: 0.0001000, val loss: 113.94354, acc: 59.23000
Wed Oct 28 03:57:02 2020 Epoch 4, lr: 0.0001000, val loss: 106.74878, acc: 61.69000
Wed Oct 28 03:58:10 2020 Epoch 5, lr: 0.0001000, val loss: 104.91728, acc: 62.95000
Wed Oct 28 03:59:18 2020 Epoch 6, lr: 0.0001000, val loss: 98.78972, acc: 64.83000
Wed Oct 28 04:00:27 2020 Epoch 7, lr: 0.0001000, val loss: 96.17003, acc: 65.46000
Wed Oct 28 04:01:35 2020 Epoch 8, lr: 0.0001000, val loss: 94.82091, acc: 66.54000
Wed Oct 28 04:02:43 2020 Epoch 9, lr: 0.0001000, val loss: 96.35869, acc: 66.62000
Wed Oct 28 04:03:52 2020 Epoch 10, lr: 0.0001000, val loss: 90.63397, acc: 67.32000
Wed Oct 28 04:05:01 2020 Epoch 11, lr: 0.0001000, val loss: 86.54807, acc: 69.44000
Wed Oct 28 04:06:09 2020 Epoch 12, lr: 0.0001000, val loss: 83.59144, acc: 70.03000
Wed Oct 28 04:07:17 2020 Epoch 13, lr: 0.0001000, val loss: 84.07160, acc: 70.15000
Wed Oct 28 04:08:26 2020 Epoch 14, lr: 0.0001000, val loss: 82.46807, acc: 70.91000
Wed Oct 28 04:09:35 2020 Epoch 15, lr: 0.0001000, val loss: 79.90046, acc: 72.24000
Wed Oct 28 04:10:43 2020 Epoch 16, lr: 0.0001000, val loss: 79.96951, acc: 72.31000
Wed Oct 28 04:11:51 2020 Epoch 17, lr: 0.0001000, val loss: 78.79997, acc: 72.31000
Wed Oct 28 04:13:00 2020 Epoch 18, lr: 0.0001000, val loss: 78.89132, acc: 72.27000
Wed Oct 28 04:14:08 2020 Epoch 19, lr: 0.0001000, val loss: 74.17493, acc: 74.16000
Wed Oct 28 04:15:17 2020 Epoch 20, lr: 0.0001000, val loss: 73.21486, acc: 74.63000
Wed Oct 28 04:16:25 2020 Epoch 21, lr: 0.0001000, val loss: 73.42624, acc: 74.36000
Wed Oct 28 04:17:34 2020 Epoch 22, lr: 0.0001000, val loss: 73.11926, acc: 74.80000
Tue Feb 14 18:04:48 2023 Epoch 0, lr: 0.0001000, val loss: 169.08732, acc: 38.88000
Tue Feb 14 18:05:04 2023 Epoch 1, lr: 0.0001000, val loss: 145.79437, acc: 47.84000
Tue Feb 14 18:05:19 2023 Epoch 2, lr: 0.0001000, val loss: 134.58753, acc: 52.44000
Tue Feb 14 18:05:35 2023 Epoch 3, lr: 0.0001000, val loss: 132.38949, acc: 53.18000
Tue Feb 14 18:05:50 2023 Epoch 4, lr: 0.0001000, val loss: 125.01454, acc: 56.50000
Tue Feb 14 18:06:06 2023 Epoch 5, lr: 0.0000999, val loss: 120.45474, acc: 57.25000
Tue Feb 14 18:06:22 2023 Epoch 6, lr: 0.0000999, val loss: 116.71796, acc: 58.60000
Tue Feb 14 18:06:36 2023 Epoch 7, lr: 0.0000998, val loss: 118.05367, acc: 57.93000
Tue Feb 14 18:06:52 2023 Epoch 8, lr: 0.0000998, val loss: 109.87157, acc: 61.72000
Tue Feb 14 18:07:08 2023 Epoch 9, lr: 0.0000997, val loss: 106.87700, acc: 61.98000
Tue Feb 14 18:07:23 2023 Epoch 10, lr: 0.0000996, val loss: 103.72707, acc: 63.60000
Tue Feb 14 18:07:38 2023 Epoch 11, lr: 0.0000995, val loss: 103.54743, acc: 63.43000
Tue Feb 14 18:07:54 2023 Epoch 12, lr: 0.0000994, val loss: 101.36644, acc: 64.04000
Tue Feb 14 18:08:09 2023 Epoch 13, lr: 0.0000993, val loss: 99.43579, acc: 64.80000
Tue Feb 14 18:08:24 2023 Epoch 14, lr: 0.0000991, val loss: 100.81277, acc: 64.70000
Tue Feb 14 18:08:40 2023 Epoch 15, lr: 0.0000990, val loss: 96.99897, acc: 65.86000
Tue Feb 14 18:08:55 2023 Epoch 16, lr: 0.0000988, val loss: 94.62243, acc: 66.74000
Tue Feb 14 18:09:10 2023 Epoch 17, lr: 0.0000986, val loss: 95.01192, acc: 66.73000
Tue Feb 14 18:09:25 2023 Epoch 18, lr: 0.0000984, val loss: 91.99488, acc: 67.73000
Tue Feb 14 18:09:41 2023 Epoch 19, lr: 0.0000982, val loss: 90.24292, acc: 68.03000
Tue Feb 14 18:09:57 2023 Epoch 20, lr: 0.0000980, val loss: 90.04937, acc: 68.71000
Tue Feb 14 18:10:11 2023 Epoch 21, lr: 0.0000978, val loss: 92.49445, acc: 67.76000
Tue Feb 14 18:10:26 2023 Epoch 22, lr: 0.0000976, val loss: 90.69497, acc: 68.19000
Tue Feb 14 18:10:42 2023 Epoch 23, lr: 0.0000973, val loss: 88.15249, acc: 69.48000
Tue Feb 14 18:10:57 2023 Epoch 24, lr: 0.0000970, val loss: 87.04039, acc: 69.60000
Tue Feb 14 18:11:13 2023 Epoch 25, lr: 0.0000968, val loss: 85.97526, acc: 69.73000
Tue Feb 14 18:11:28 2023 Epoch 26, lr: 0.0000965, val loss: 85.96483, acc: 69.73000
Tue Feb 14 18:11:43 2023 Epoch 27, lr: 0.0000962, val loss: 86.02372, acc: 70.10000
Tue Feb 14 18:11:58 2023 Epoch 28, lr: 0.0000959, val loss: 85.69157, acc: 70.10000
Tue Feb 14 18:12:14 2023 Epoch 29, lr: 0.0000956, val loss: 83.36418, acc: 70.71000
Tue Feb 14 18:12:28 2023 Epoch 30, lr: 0.0000952, val loss: 84.05003, acc: 70.34000
Tue Feb 14 18:12:44 2023 Epoch 31, lr: 0.0000949, val loss: 81.58416, acc: 71.53000
Tue Feb 14 18:12:58 2023 Epoch 32, lr: 0.0000946, val loss: 84.70186, acc: 70.43000
Tue Feb 14 18:13:13 2023 Epoch 33, lr: 0.0000942, val loss: 82.47991, acc: 71.41000
Tue Feb 14 18:13:27 2023 Epoch 34, lr: 0.0000938, val loss: 83.92132, acc: 71.34000
Tue Feb 14 18:13:43 2023 Epoch 35, lr: 0.0000934, val loss: 79.60756, acc: 72.35000
Tue Feb 14 18:13:58 2023 Epoch 36, lr: 0.0000930, val loss: 79.02640, acc: 72.94000
Tue Feb 14 18:14:13 2023 Epoch 37, lr: 0.0000926, val loss: 79.31862, acc: 72.67000
Tue Feb 14 18:14:28 2023 Epoch 38, lr: 0.0000922, val loss: 79.62641, acc: 72.38000
Tue Feb 14 18:14:42 2023 Epoch 39, lr: 0.0000918, val loss: 79.86053, acc: 72.88000
Tue Feb 14 18:14:58 2023 Epoch 40, lr: 0.0000914, val loss: 77.19345, acc: 73.34000
Tue Feb 14 18:15:13 2023 Epoch 41, lr: 0.0000909, val loss: 76.70403, acc: 73.74000
Tue Feb 14 18:15:28 2023 Epoch 42, lr: 0.0000905, val loss: 78.10967, acc: 73.16000
Tue Feb 14 18:15:43 2023 Epoch 43, lr: 0.0000900, val loss: 75.42867, acc: 73.93000
Tue Feb 14 18:15:59 2023 Epoch 44, lr: 0.0000895, val loss: 75.00282, acc: 74.22000
Tue Feb 14 18:16:15 2023 Epoch 45, lr: 0.0000890, val loss: 74.64031, acc: 74.61000
Tue Feb 14 18:16:30 2023 Epoch 46, lr: 0.0000885, val loss: 74.18385, acc: 74.88000
Tue Feb 14 18:16:45 2023 Epoch 47, lr: 0.0000880, val loss: 74.74091, acc: 74.84000
Tue Feb 14 18:16:59 2023 Epoch 48, lr: 0.0000875, val loss: 75.17971, acc: 74.52000
Tue Feb 14 18:17:14 2023 Epoch 49, lr: 0.0000870, val loss: 76.09671, acc: 74.69000
Tue Feb 14 18:17:29 2023 Epoch 50, lr: 0.0000864, val loss: 72.99481, acc: 75.37000
Tue Feb 14 18:17:44 2023 Epoch 51, lr: 0.0000859, val loss: 74.65439, acc: 74.68000
Tue Feb 14 18:17:59 2023 Epoch 52, lr: 0.0000854, val loss: 73.81006, acc: 75.04000
Tue Feb 14 18:18:14 2023 Epoch 53, lr: 0.0000848, val loss: 71.87658, acc: 75.62000
Tue Feb 14 18:18:29 2023 Epoch 54, lr: 0.0000842, val loss: 73.03353, acc: 75.39000
Tue Feb 14 18:18:43 2023 Epoch 55, lr: 0.0000837, val loss: 74.65329, acc: 74.42000
Tue Feb 14 18:18:59 2023 Epoch 56, lr: 0.0000831, val loss: 69.67032, acc: 76.50000
Tue Feb 14 18:19:13 2023 Epoch 57, lr: 0.0000825, val loss: 70.83887, acc: 75.93000
Tue Feb 14 18:19:28 2023 Epoch 58, lr: 0.0000819, val loss: 72.20097, acc: 75.54000
Tue Feb 14 18:19:42 2023 Epoch 59, lr: 0.0000813, val loss: 73.30498, acc: 75.50000
Tue Feb 14 18:19:57 2023 Epoch 60, lr: 0.0000806, val loss: 71.73999, acc: 76.00000
Tue Feb 14 18:20:11 2023 Epoch 61, lr: 0.0000800, val loss: 71.79626, acc: 76.07000
Tue Feb 14 18:20:27 2023 Epoch 62, lr: 0.0000794, val loss: 70.67881, acc: 76.69000
Tue Feb 14 18:20:41 2023 Epoch 63, lr: 0.0000788, val loss: 70.49015, acc: 76.52000
Tue Feb 14 18:20:56 2023 Epoch 64, lr: 0.0000781, val loss: 70.20354, acc: 76.26000
Tue Feb 14 18:21:10 2023 Epoch 65, lr: 0.0000775, val loss: 72.48808, acc: 76.27000
Tue Feb 14 18:21:25 2023 Epoch 66, lr: 0.0000768, val loss: 69.11559, acc: 76.61000
Tue Feb 14 18:21:41 2023 Epoch 67, lr: 0.0000761, val loss: 68.44671, acc: 77.43000
Tue Feb 14 18:21:55 2023 Epoch 68, lr: 0.0000755, val loss: 70.70380, acc: 76.54000
Tue Feb 14 18:22:10 2023 Epoch 69, lr: 0.0000748, val loss: 70.30528, acc: 76.66000
Tue Feb 14 18:22:24 2023 Epoch 70, lr: 0.0000741, val loss: 69.70372, acc: 77.18000
Tue Feb 14 18:22:39 2023 Epoch 71, lr: 0.0000734, val loss: 72.20659, acc: 76.34000
Tue Feb 14 18:22:53 2023 Epoch 72, lr: 0.0000727, val loss: 70.53139, acc: 76.81000
Tue Feb 14 18:23:08 2023 Epoch 73, lr: 0.0000720, val loss: 68.25604, acc: 77.34000
Tue Feb 14 18:23:23 2023 Epoch 74, lr: 0.0000713, val loss: 69.22032, acc: 77.55000
Tue Feb 14 18:23:38 2023 Epoch 75, lr: 0.0000706, val loss: 69.99284, acc: 77.15000
Tue Feb 14 18:23:54 2023 Epoch 76, lr: 0.0000699, val loss: 69.08707, acc: 77.59000
Tue Feb 14 18:24:08 2023 Epoch 77, lr: 0.0000691, val loss: 70.23177, acc: 77.38000
Tue Feb 14 18:24:24 2023 Epoch 78, lr: 0.0000684, val loss: 70.74327, acc: 77.72000
Tue Feb 14 18:24:38 2023 Epoch 79, lr: 0.0000677, val loss: 69.93407, acc: 77.36000
Tue Feb 14 18:24:53 2023 Epoch 80, lr: 0.0000669, val loss: 69.46653, acc: 77.58000
Tue Feb 14 18:25:07 2023 Epoch 81, lr: 0.0000662, val loss: 69.75945, acc: 77.68000
Tue Feb 14 18:25:22 2023 Epoch 82, lr: 0.0000655, val loss: 71.22108, acc: 77.40000
Tue Feb 14 18:25:38 2023 Epoch 83, lr: 0.0000647, val loss: 67.81261, acc: 77.96000
Tue Feb 14 18:25:52 2023 Epoch 84, lr: 0.0000639, val loss: 70.57084, acc: 77.38000
Tue Feb 14 18:26:07 2023 Epoch 85, lr: 0.0000632, val loss: 68.80251, acc: 77.85000
Tue Feb 14 18:26:22 2023 Epoch 86, lr: 0.0000624, val loss: 69.46573, acc: 77.99000
Tue Feb 14 18:26:37 2023 Epoch 87, lr: 0.0000617, val loss: 71.10143, acc: 77.49000
Tue Feb 14 18:26:51 2023 Epoch 88, lr: 0.0000609, val loss: 68.74491, acc: 77.84000
Tue Feb 14 18:27:07 2023 Epoch 89, lr: 0.0000601, val loss: 68.68077, acc: 78.04000
Tue Feb 14 18:27:21 2023 Epoch 90, lr: 0.0000594, val loss: 71.25027, acc: 77.87000
Tue Feb 14 18:27:36 2023 Epoch 91, lr: 0.0000586, val loss: 70.39145, acc: 77.77000
Tue Feb 14 18:27:51 2023 Epoch 92, lr: 0.0000578, val loss: 68.05525, acc: 78.52000
Tue Feb 14 18:28:06 2023 Epoch 93, lr: 0.0000570, val loss: 69.81542, acc: 77.89000
Tue Feb 14 18:28:20 2023 Epoch 94, lr: 0.0000563, val loss: 71.09115, acc: 78.09000
Tue Feb 14 18:28:35 2023 Epoch 95, lr: 0.0000555, val loss: 70.18284, acc: 78.18000
Tue Feb 14 18:28:50 2023 Epoch 96, lr: 0.0000547, val loss: 70.80215, acc: 78.14000
Tue Feb 14 18:29:04 2023 Epoch 97, lr: 0.0000539, val loss: 72.24224, acc: 77.80000
Tue Feb 14 18:29:19 2023 Epoch 98, lr: 0.0000531, val loss: 70.41204, acc: 78.51000
Tue Feb 14 18:29:33 2023 Epoch 99, lr: 0.0000524, val loss: 71.71384, acc: 78.07000
Tue Feb 14 18:29:48 2023 Epoch 100, lr: 0.0000516, val loss: 73.58378, acc: 77.73000
Tue Feb 14 18:30:03 2023 Epoch 101, lr: 0.0000508, val loss: 71.18877, acc: 78.49000
Tue Feb 14 18:30:17 2023 Epoch 102, lr: 0.0000500, val loss: 71.18614, acc: 78.35000
Tue Feb 14 18:30:32 2023 Epoch 103, lr: 0.0000492, val loss: 73.08131, acc: 77.87000
Tue Feb 14 18:30:47 2023 Epoch 104, lr: 0.0000484, val loss: 70.82355, acc: 78.59000
Tue Feb 14 18:31:02 2023 Epoch 105, lr: 0.0000476, val loss: 71.40184, acc: 78.13000
Tue Feb 14 18:31:16 2023 Epoch 106, lr: 0.0000469, val loss: 71.63509, acc: 78.39000
Tue Feb 14 18:31:31 2023 Epoch 107, lr: 0.0000461, val loss: 72.79807, acc: 77.95000
Tue Feb 14 18:31:45 2023 Epoch 108, lr: 0.0000453, val loss: 71.76967, acc: 78.53000
Tue Feb 14 18:32:00 2023 Epoch 109, lr: 0.0000445, val loss: 73.38537, acc: 78.30000
Tue Feb 14 18:32:15 2023 Epoch 110, lr: 0.0000437, val loss: 72.94581, acc: 78.32000
Tue Feb 14 18:32:29 2023 Epoch 111, lr: 0.0000430, val loss: 73.97466, acc: 78.23000
Tue Feb 14 18:32:44 2023 Epoch 112, lr: 0.0000422, val loss: 74.47182, acc: 78.14000
Tue Feb 14 18:32:58 2023 Epoch 113, lr: 0.0000414, val loss: 73.13334, acc: 78.41000
Tue Feb 14 18:33:14 2023 Epoch 114, lr: 0.0000406, val loss: 72.83936, acc: 78.66000
Tue Feb 14 18:33:30 2023 Epoch 115, lr: 0.0000399, val loss: 72.87658, acc: 78.75000
Tue Feb 14 18:33:44 2023 Epoch 116, lr: 0.0000391, val loss: 72.31578, acc: 78.70000
Tue Feb 14 18:33:58 2023 Epoch 117, lr: 0.0000383, val loss: 73.88023, acc: 78.38000
Tue Feb 14 18:34:13 2023 Epoch 118, lr: 0.0000376, val loss: 74.89445, acc: 78.25000
Tue Feb 14 18:34:28 2023 Epoch 119, lr: 0.0000368, val loss: 72.12618, acc: 79.27000
Tue Feb 14 18:34:43 2023 Epoch 120, lr: 0.0000361, val loss: 73.18111, acc: 78.88000
Tue Feb 14 18:34:57 2023 Epoch 121, lr: 0.0000353, val loss: 74.31338, acc: 78.73000
Tue Feb 14 18:35:12 2023 Epoch 122, lr: 0.0000345, val loss: 75.02581, acc: 78.37000
Tue Feb 14 18:35:26 2023 Epoch 123, lr: 0.0000338, val loss: 74.70638, acc: 78.46000
Tue Feb 14 18:35:41 2023 Epoch 124, lr: 0.0000331, val loss: 74.59071, acc: 78.71000
Tue Feb 14 18:35:56 2023 Epoch 125, lr: 0.0000323, val loss: 75.03073, acc: 78.99000
Tue Feb 14 18:36:10 2023 Epoch 126, lr: 0.0000316, val loss: 75.29814, acc: 78.87000
Tue Feb 14 18:36:25 2023 Epoch 127, lr: 0.0000309, val loss: 74.54695, acc: 79.02000
Tue Feb 14 18:36:39 2023 Epoch 128, lr: 0.0000301, val loss: 77.66363, acc: 78.56000
Tue Feb 14 18:36:54 2023 Epoch 129, lr: 0.0000294, val loss: 76.35964, acc: 78.67000
Tue Feb 14 18:37:08 2023 Epoch 130, lr: 0.0000287, val loss: 76.76286, acc: 78.56000
Tue Feb 14 18:37:23 2023 Epoch 131, lr: 0.0000280, val loss: 75.25334, acc: 78.62000
Tue Feb 14 18:37:38 2023 Epoch 132, lr: 0.0000273, val loss: 76.05522, acc: 78.53000
Tue Feb 14 18:37:52 2023 Epoch 133, lr: 0.0000266, val loss: 77.30379, acc: 78.51000
Tue Feb 14 18:38:07 2023 Epoch 134, lr: 0.0000259, val loss: 77.56571, acc: 78.51000
Tue Feb 14 18:38:21 2023 Epoch 135, lr: 0.0000252, val loss: 76.47461, acc: 78.55000
Tue Feb 14 18:38:36 2023 Epoch 136, lr: 0.0000245, val loss: 77.79470, acc: 78.61000
Tue Feb 14 18:38:50 2023 Epoch 137, lr: 0.0000239, val loss: 79.43466, acc: 78.49000
Tue Feb 14 18:39:05 2023 Epoch 138, lr: 0.0000232, val loss: 78.48670, acc: 78.48000
Tue Feb 14 18:39:19 2023 Epoch 139, lr: 0.0000225, val loss: 76.78427, acc: 78.82000
Tue Feb 14 18:39:34 2023 Epoch 140, lr: 0.0000219, val loss: 78.03944, acc: 78.75000
Tue Feb 14 18:39:49 2023 Epoch 141, lr: 0.0000212, val loss: 77.23366, acc: 78.79000
Tue Feb 14 18:40:03 2023 Epoch 142, lr: 0.0000206, val loss: 78.59569, acc: 78.54000
Tue Feb 14 18:40:18 2023 Epoch 143, lr: 0.0000200, val loss: 77.67945, acc: 78.84000
Tue Feb 14 18:40:32 2023 Epoch 144, lr: 0.0000194, val loss: 78.12220, acc: 78.53000
Tue Feb 14 18:40:47 2023 Epoch 145, lr: 0.0000187, val loss: 79.67928, acc: 78.51000
Tue Feb 14 18:41:02 2023 Epoch 146, lr: 0.0000181, val loss: 77.17622, acc: 79.10000
Tue Feb 14 18:41:16 2023 Epoch 147, lr: 0.0000175, val loss: 78.49575, acc: 78.70000
Tue Feb 14 18:41:30 2023 Epoch 148, lr: 0.0000169, val loss: 78.24857, acc: 78.85000
Tue Feb 14 18:41:45 2023 Epoch 149, lr: 0.0000163, val loss: 79.28190, acc: 78.82000
Tue Feb 14 18:42:00 2023 Epoch 150, lr: 0.0000158, val loss: 80.81660, acc: 78.32000
Tue Feb 14 18:42:14 2023 Epoch 151, lr: 0.0000152, val loss: 79.40037, acc: 78.85000
Tue Feb 14 18:42:28 2023 Epoch 152, lr: 0.0000146, val loss: 78.56459, acc: 78.90000
Tue Feb 14 18:42:43 2023 Epoch 153, lr: 0.0000141, val loss: 79.04877, acc: 79.11000
Tue Feb 14 18:42:57 2023 Epoch 154, lr: 0.0000136, val loss: 79.17134, acc: 79.01000
Tue Feb 14 18:43:12 2023 Epoch 155, lr: 0.0000130, val loss: 80.21447, acc: 78.79000
Tue Feb 14 18:43:27 2023 Epoch 156, lr: 0.0000125, val loss: 80.62883, acc: 78.92000
Tue Feb 14 18:43:41 2023 Epoch 157, lr: 0.0000120, val loss: 79.98120, acc: 78.89000
Tue Feb 14 18:43:56 2023 Epoch 158, lr: 0.0000115, val loss: 80.68333, acc: 78.81000
Tue Feb 14 18:44:10 2023 Epoch 159, lr: 0.0000110, val loss: 80.17762, acc: 78.91000
Tue Feb 14 18:44:25 2023 Epoch 160, lr: 0.0000105, val loss: 79.41514, acc: 79.06000
Tue Feb 14 18:44:39 2023 Epoch 161, lr: 0.0000100, val loss: 81.20613, acc: 78.89000
Tue Feb 14 18:44:54 2023 Epoch 162, lr: 0.0000095, val loss: 80.57608, acc: 78.90000
Tue Feb 14 18:45:08 2023 Epoch 163, lr: 0.0000091, val loss: 80.87541, acc: 78.82000
Tue Feb 14 18:45:23 2023 Epoch 164, lr: 0.0000086, val loss: 80.63610, acc: 79.01000
Tue Feb 14 18:45:37 2023 Epoch 165, lr: 0.0000082, val loss: 80.24546, acc: 78.99000
Tue Feb 14 18:45:52 2023 Epoch 166, lr: 0.0000078, val loss: 80.39795, acc: 78.90000
Tue Feb 14 18:46:06 2023 Epoch 167, lr: 0.0000074, val loss: 81.13645, acc: 78.90000
Tue Feb 14 18:46:21 2023 Epoch 168, lr: 0.0000070, val loss: 80.76873, acc: 79.01000
Tue Feb 14 18:46:36 2023 Epoch 169, lr: 0.0000066, val loss: 81.34334, acc: 79.04000
Tue Feb 14 18:46:50 2023 Epoch 170, lr: 0.0000062, val loss: 81.05416, acc: 79.04000
Tue Feb 14 18:47:05 2023 Epoch 171, lr: 0.0000058, val loss: 81.02022, acc: 79.17000
Tue Feb 14 18:47:19 2023 Epoch 172, lr: 0.0000054, val loss: 81.54232, acc: 78.85000
Tue Feb 14 18:47:34 2023 Epoch 173, lr: 0.0000051, val loss: 81.96513, acc: 78.77000
Tue Feb 14 18:47:48 2023 Epoch 174, lr: 0.0000048, val loss: 81.50914, acc: 78.85000
Tue Feb 14 18:48:03 2023 Epoch 175, lr: 0.0000044, val loss: 81.33879, acc: 78.86000
Tue Feb 14 18:48:18 2023 Epoch 176, lr: 0.0000041, val loss: 81.25778, acc: 78.82000
Tue Feb 14 18:48:32 2023 Epoch 177, lr: 0.0000038, val loss: 81.28098, acc: 78.95000
Tue Feb 14 18:48:47 2023 Epoch 178, lr: 0.0000035, val loss: 81.49887, acc: 78.88000
Tue Feb 14 18:49:01 2023 Epoch 179, lr: 0.0000032, val loss: 81.50771, acc: 78.76000
Tue Feb 14 18:49:16 2023 Epoch 180, lr: 0.0000030, val loss: 81.80484, acc: 78.99000
Tue Feb 14 18:49:31 2023 Epoch 181, lr: 0.0000027, val loss: 81.21871, acc: 78.96000
Tue Feb 14 18:49:45 2023 Epoch 182, lr: 0.0000024, val loss: 81.41108, acc: 78.97000
Tue Feb 14 18:50:00 2023 Epoch 183, lr: 0.0000022, val loss: 81.35672, acc: 78.95000
Tue Feb 14 18:50:14 2023 Epoch 184, lr: 0.0000020, val loss: 81.54698, acc: 78.96000
Tue Feb 14 18:50:29 2023 Epoch 185, lr: 0.0000018, val loss: 81.36394, acc: 79.01000
